player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,姬芽,缀理,さやか,小铃,慈,瑠璃乃,梢,花帆,吟子
RWCQ6YE13,339,274123409470698,おかじゅん,M5LHG6R4T,乙宗動物園,4,10,10,10,10,10,10,10,10,10
7RKDSBKXW,340,274113006862524,あらさん,11FB0EDDT,スクステ同好会,7,10,10,10,10,10,10,10,10,10
H827FHG5T,341,273967342927401,つな,FC8NBAJBT,ラー麺二郎金沢店,5,10,10,10,10,10,10,10,10,10
KJ69D4PA4,342,273733611536733,ぱん,G59NGM0XA,シュリーレン,4,10,10,10,10,10,10,10,10,10
53RKA95PI,343,273677372229417,こはく,0TKFF5EG3,サークル名募集中,6,10,10,10,10,10,10,10,10,10
JCTUKGY3G,344,273598531305148,花帆慈慈慈恋凍,VNEJ2RNW0,まったりんくら,8,10,10,10,10,10,10,10,10,10
M6J593C9W,345,273256128771320,うらかつ,494DMR1RJ,蓮ノ空推し活部,9,10,10,10,10,10,10,10,10,10
A60CTPWTP,346,272981950158234,もっすん,M5LHG6R4T,乙宗動物園,6,10,10,10,10,10,10,10,10,10
NJVVKGXSK,347,272837469700864,FUMINEJI,WN5B7VKPU,きんぴられんこん,4,10,10,10,10,10,10,10,10,10
7A2IGCZZY,348,272713447406396,のぐまん,RFYKY8DCD,LA.LA.LA,6,10,10,10,10,10,10,10,10,10
34QCZTDD9,349,272382550970207,ベルりん,J8HXTJ8TB,流し素麺同好会,11,10,10,10,10,10,10,10,10,10
OC4GF3LF1,350,271647618803466,ゆとり,M5LHG6R4T,乙宗動物園,2,10,9,9,8,10,10,10,10,9
AW1YKJ8HD,351,271578114977589,泥田坊,V4A5MP41E,徒町チャレンジ！,11,10,10,10,10,10,10,10,10,10
RMVX46VVG,352,271209011427133,乙,25PMPEMG7,星見製作,3,10,10,10,10,10,10,10,10,10
U587LWLVX,353,271035273205286,asagi,RWARTHA1M,乙宗梢大好き部,0,10,9,8,8,10,10,10,10,10
NT480V79A,354,271012150591746,ゆざくら,PBRDPWEY1,村村会,2,10,10,10,10,10,10,10,10,10
W4V6K6F39,355,270479439351394,ぴーまん,N1DJVPGP8,いつでも咲けるよ,12,10,10,10,10,10,10,10,10,10
M1EW1RNYV,356,270215280669166,yamaso,FC8NBAJBT,ラー麺二郎金沢店,6,10,10,10,10,10,10,10,10,10
9NMP2LJU2,357,270178086774129,くぼっち,KT4C59NXG,めぐ島,13,10,10,10,10,10,10,10,10,10
U02MSU4XI,358,269947031273573,こかな,BCJRMHE75,梢すきすきクラブ,13,10,10,10,10,10,10,10,10,10
UGL8LNHRY,359,269785389252909,シグマ隊長,HBUK6F7CC,乙宗梢なりきり部,8,10,10,10,10,10,10,10,10,10
